code	name	description	price	product-url	merchant-site-category	image-url	manufacturer	classification	condition	size	color	SalePrice	MSRP	in-stock	availability	promo-text	shipping-price
0710066PART	Giordana Tenax Bib Short '09	Giordana Tenax Bib Short. Athletes and coaches acknowledge the positive training effect of slight muscle compression which is why Giordana uses Hercules Power Lycra which helps muscles perform better. Exclusive anatomical panels conform to natural contour	149.99000000000001	http://www.bicyclebuys.com/item/0710066PART/yh	Bicycles > Bib (short & tight) > Bibs (short & tight)	http://www.bicyclebuys.com/productimages/0710066PART.jpg	Giordana	new	new			149.99	150	y	1,2	Free Shipping	0.00
0790201PART	Louis Garneau Equipe Bib Short	Louis Garneau Equipe Bib Short combines great looks and functionality to perfection. As expected this 8 panel bib shorts are constructed with flat lock seams for comfort. Compressive fit reduces muscle fatigue. Also, this bib short is equipped with the ex	134.99000000000001	http://www.bicyclebuys.com/item/0790201PART/yh	Bicycles > Bib (short & tight) > Bibs (short & tight)	http://www.bicyclebuys.com/productimages/0790201PART.jpg	Louis Garneau	new	new			134.99	150	y	1,2		
0790128PART	Louis Garneau Neo Power Bib Short	Louis Garneau Neo Power Bib Short is part of Louis Garneau's Road Performance apparel group. With Ergonomic fit incorporating 12 panels, this bib provides a rider the maximum body contour for pedaling motion.	119.98999999999999	http://www.bicyclebuys.com/item/0790128PART/yh	Bicycles > Bib (short & tight) > Bibs (short & tight)	http://www.bicyclebuys.com/productimages/0790128PART.jpg	Louis Garneau	new	new			119.99	140	y	1,2		
0740431PART	Pearl Izumi Attack Bib Knicker	Pearl Izumi Attack Bib Knicker. This value packed 8-panel bib knicker offers warmth and comfort for cool weather riding.	89.989999999999995	http://www.bicyclebuys.com/item/0740431PART/yh	Bicycles > Bib (short & tight) > Bibs (short & tight)	http://www.bicyclebuys.com/productimages/0740431PART.jpg	Pearl Izumi	new	new			89.99	100	y	1,2		
0740437PART	Pearl Izumi Elite Slice Ultrasensor Bib Short	Pearl Izumi Slice Ultrasensor Bib Short. The bib short known for its comfort and durability gets a design update and a chamois upgrade.	109.98999999999999	http://www.bicyclebuys.com/item/0740437PART/yh	Bicycles > Bib (short & tight) > Bibs (short & tight)	http://www.bicyclebuys.com/productimages/0740437PART.jpg	Pearl Izumi	new	new			109.99	125	y	1,2		
0740419PART	Pearl Izumi Microsensor 3D Bib Short	The Microsensor® 3D Bib Short offers all the features of its namesake short with the enhanced coverage and performance of an Ultrasensor® mesh bib upper.	119.98999999999999	http://www.bicyclebuys.com/item/0740419PART/yh	Bicycles > Bib (short & tight) > Bibs (short & tight)	http://www.bicyclebuys.com/productimages/0740419PART.jpg	Pearl Izumi	new	new			119.99	140	y	1,2	Free Shipping	0.00
0790238PART	Sugoi RS Flex Bib Short	Sugoi RS Flex Bib Short. Utilizing Ultra-Aero fabric, which is a dimensionally-constructed knit with a dimpled or golf ball-like surface to create less friction and superior aerodynamics when moving through the air. The firm stretch and recovery provides 	139.99000000000001	http://www.bicyclebuys.com/item/0790238PART/yh	Bicycles > Bib (short & tight) > Bibs (short & tight)	http://www.bicyclebuys.com/productimages/0790238PART.jpg	Sugoi	new	new			139.99	160	y	1,2		
MATTPK9	Marin Tiny Trail 16" Panther Pink	Marin Tiny Trail utilizes the custom EDGE aluminum tubing found in our high end adult bikes. The result is a collection of unusually lightweight kids bikes which makes riding much easier and more enjoyable for you and them.	169.99000000000001	http://www.bicyclebuys.com/item/MATTPK9/yh	Bicycles > Bicycles > Children's Bikes- 16"-20"	http://www.bicyclebuys.com/productimages/MATTPK9.jpg	Marin	new	new			169.99	225	y	1,2		
0951304	Cycle Pro Deluxe Unicycle Saddle W/Handle	Cycle Pro Deluxe Unicycle Saddle W/Handle.  For beginners and pros alike, this seat is loaded with features.  With a synthetic leather cover and more padding than what comes standard on most unis, this saddle is in a league of its own when it comes to com	24.989999999999998	http://www.bicyclebuys.com/item/0951304/yh	Bicycles > Bicycles > Unicycles	http://www.bicyclebuys.com/productimages/0951304.jpg	Cycle Pro	new	new			24.99	40	y	1,2		
TOUNCXPART	Torker Unistar CX Unicycle	Torker Unistar CX Unicycles are the ideal entry-level Uni. They come equipped with cotterless crankarms, a flat crown fork, and precision bearings with a heavy duty main cap-style bearing holder.  More beginners learn how to ride a Unicycle on a CX than a	99.989999999999995	http://www.bicyclebuys.com/item/TOUNCXPART/yh	Bicycles > Bicycles > Unicycles	http://www.bicyclebuys.com/productimages/TOUNCXPART.jpg	Torker	new	new			99.99	120	y	1,2		
TOUNCX10PART	Torker Unistar CX Unicycle '10	For the past Decade, more riders have learned on Torker's Unistar CX than any other unicycle.  User friendly features like a padded saddle, QR seat clamp, and cotterless cranks have helped legions of riders learn such a unique sport.	99.989999999999995	http://www.bicyclebuys.com/item/TOUNCX10PART/yh	Bicycles > Bicycles > Unicycles	http://www.bicyclebuys.com/productimages/TOUNCX10PART.jpg	Torker	new	new			99.99	130	y	1,2		
0119738-E	Topeak QR Beam Rack MTX (E-Type) (TA2096E)	Designed for the tough world of mountain biking. The MTX is great for mountain bike touring with a full-suspension rig. It features a new universal deck design for mounting any one of our QuickTrack Trunk Bags.	34.990000000000002	http://www.bicyclebuys.com/item/0119738-E/yh	Bicycles > Bike Racks > Bicycle Racks	http://www.bicyclebuys.com/productimages/0119738.jpg	Topeak	new	new			34.99	55	y	1,2		
0602130PART	Haro Joe Dirt Tire	Haro Joe Dirt 20" Tire.	16.989999999999998	http://www.bicyclebuys.com/item/0602130PART/yh	Bicycles > BMX Tires > Bmx Tires	http://www.bicyclebuys.com/productimages/0602130PART.jpg	Haro	new	new			16.99	16.989999999999998	y	1,2		
0509476PART	Diamondback 20" BMX Wheel Black	20" Diamondback BMX Wheel with brushed braking surface!	34.990000000000002	http://www.bicyclebuys.com/item/0509476PART/yh	Bicycles > BMX Wheels > BMX Wheels	http://www.bicyclebuys.com/productimages/0509476PART.jpg	Diamond Back	new	new			34.99	45	y	1,2		
0710162PART	SIX SIX ONE 2x4 Arm Guard	SIX SIX ONE 2x4 Arm Guard uses Coolmax material for comfort and sweat wicking.	32.990000000000002	http://www.bicyclebuys.com/item/0710162PART/yh	Bicycles > Body Armor > Body Armor	http://www.bicyclebuys.com/productimages/0710162PART.jpg	SIXSIXONE	new	new			32.99	40	y	1,2		
0710163PART	SIX SIX ONE 4x4 Knee/Shin Guards	SIX SIX ONE 4x4 Knee/Shin Guards has full coverage EVA foam, 300 denier shell with nylon inserts. Now available in youth size.	34.990000000000002	http://www.bicyclebuys.com/item/0710163PART/yh	Bicycles > Body Armor > Body Armor	http://www.bicyclebuys.com/productimages/0710163PART.jpg	SIXSIXONE	new	new			34.99	40	y	1,2		
1740502PART	SIX SIX ONE Bomber Undershort	SIX SIX ONE Bomber Undershort is Perfect Under Any Riding Shorts or Pants.  Protection for that Extreme ride.  Protect the tailbone as well as thighs.	34.990000000000002	http://www.bicyclebuys.com/item/1740502PART/yh	Bicycles > Body Armor > Body Armor	http://www.bicyclebuys.com/productimages/1740502PART.jpg	SIXSIXONE	new	new			34.99	50	y	1,2		
1740504PART	SIX SIX ONE EVO d30 Knee Pad	Lightweight knee pads with cutting edge technology.SIXSIXONE have teamed up with d3o, leaders in intelligent foam technology to create the EVO pad set, a new approach to the tough demands of 21st century MTB riding.	79.989999999999995	http://www.bicyclebuys.com/item/1740504PART/yh	Bicycles > Body Armor > Body Armor	http://www.bicyclebuys.com/productimages/1740504PART.jpg	SIXSIXONE	new	new			79.99	120	y	1,2		
0710164PART	SIX SIX ONE Kyle Strait Knee Guard	SIX SIX ONE Kyle Strait Knee Guard specially developed with the experience of Kyle.  The Champion's equipment.	44.950000000000003	http://www.bicyclebuys.com/item/0710164PART/yh	Bicycles > Body Armor > Body Armor	http://www.bicyclebuys.com/productimages/0710164PART.jpg	SIXSIXONE	new	new			44.95	60	y	1,2		
0740501PART	SIX SIX ONE Pro Bomber Undershort	SIX SIX ONE Pro Bomber Undershort provides protection in critical areas.  Thigh and Tail Bone protection for exteme riding.	49.990000000000002	http://www.bicyclebuys.com/item/0740501PART/yh	Bicycles > Body Armor > Body Armor	http://www.bicyclebuys.com/productimages/0740501PART.jpg	SIXSIXONE	new	new			49.99	49.990000000000002	y	1,2		
0710161PART	SIX SIX ONE Race Forearm/Elbow Guard	SIX SIX ONE Race Forearm/Elbow Guard provides Comfortable Perforated EVA Foam & Vented Armor.	24.989999999999998	http://www.bicyclebuys.com/item/0710161PART/yh	Bicycles > Body Armor > Body Armor	http://www.bicyclebuys.com/productimages/0710161PART.jpg	SIXSIXONE	new	new			24.99	35	y	1,2		
0710167PART	SIX SIX ONE Race Knee/Shin Guard	SIX SIX ONE Race Knee/Shin Guard provides Comfortable Perforated EVA Foam, Knee Sock & Vented Armor.	44.990000000000002	http://www.bicyclebuys.com/item/0710167PART/yh	Bicycles > Body Armor > Body Armor	http://www.bicyclebuys.com/productimages/0710167PART.jpg	SIXSIXONE	new	new			44.99	69.989999999999995	y	1,2		
0710159PART	SIX SIX ONE Veggie Knee Guard	SIX SIX ONE Veggie Knee Guard provides Comfortable, Flexible Multi-Layer Neoprene Protection.	29.989999999999998	http://www.bicyclebuys.com/item/0710159PART/yh	Bicycles > Body Armor > Body Armor	http://www.bicyclebuys.com/productimages/0710159PART.jpg	SIXSIXONE	new	new			29.99	35	y	1,2		
0751017PART	SIXSIXONE Core Saver Vest '10	The SIXSIXONE Core Saver Vest is re-designed for 2010 to be compatible with neck braces and adds a lighter chest plate.  The fit is also designed to be more comfortable than last year's.  Great upper body protection for those who like to use their favorit	89.989999999999995	http://www.bicyclebuys.com/item/0751017PART/yh	Bicycles > Body Armor > Body Armor	http://www.bicyclebuys.com/productimages/0751017PART.jpg	SIXSIXONE	new	new			89.99	140	y	1,2	Limited Time 	
1799012	Brave Soldier Crash Pack First Aid Kit	The Brave Soldier Crash Pak kit weighs only 1oz, but it contains everything you need to effectively treat a common road rash injury immediately after crashing. Properly treat up to 4 wounds with this lightweight, resealable, and waterproof kit. Compact pa	10.99	http://www.bicyclebuys.com/item/1799012/yh	Bicycles > Body Lotions > Body Lotions	http://www.bicyclebuys.com/productimages/1799012.jpg	Paceline	new	new			10.99	12.5	y	1,2		
1799007	Paceline Chamois Butter Skin & Chamois Lubricant 8oz	Paceline Chamois Butter is the premier conditioning material for shorts and synthetic or leather chamois.  Aleviate irritation and chafing with this lubricant.	13.99	http://www.bicyclebuys.com/item/1799007/yh	Bicycles > Body Lotions > Body Lotions	http://www.bicyclebuys.com/productimages/1799007.jpg	Paceline	new	new			13.99	16	y	1,2		
0799020	Qoleum Antifriction 4 (O) 200 ml	Qoleum Antifriction O.  Antibacterial, antiseptic and anti-fungal cream to prevent saddle sores and associated infections. Contains oil of tea tree and vitamin E in a natural vegan base.	15.99	http://www.bicyclebuys.com/item/0799020/yh	Bicycles > Body Lotions > Body Lotions	http://www.bicyclebuys.com/productimages/0799020.jpg	Paceline	new	new			15.99	20	y	1,2		
0799019	Qoleum Medium (2) Embrocation 200 ml	Qoleum Embrocation. Made from 100% natural vegan base for pre sports levels of warming applications. Contains capsicum, menthol, eucalyptus and vitamin E. Low for mild, Medium for cold and wet, Hot for very cold and wet conditions.	14.99	http://www.bicyclebuys.com/item/0799019/yh	Bicycles > Body Lotions > Body Lotions	http://www.bicyclebuys.com/productimages/0799019.jpg	Paceline	new	new			14.99	16	y	1,2		
1599927PART	Campagnolo Record Bottom Bracket	Campagnolo Record Bottom Bracket priced at $119.99 is super low!  Here again Record has combined in one component, in this case its bottom bracket, the seemingly opposite and mutually exclusive qualities of very light weight and extraordinary rigidity.	119.98999999999999	http://www.bicyclebuys.com/item/1599927PART/yh	Bicycles > Bottom Brackets > Bottom Brackets	http://www.bicyclebuys.com/productimages/1599927.jpg	Campagnolo	new	new			119.99	150	y	1,2		
1599931PART	Shimano Ultegra Bottom Bracket BB6600	Shimano Ultegra Bottom Bracket BB6600.  The new Ultegra bottom brackets' bearings and cups thread in to the frame allowing for a smooth yet rigid ride in the bottom bracket area.	39.990000000000002	http://www.bicyclebuys.com/item/1599931PART/yh	Bicycles > Bottom Brackets > Bottom Brackets	http://www.bicyclebuys.com/productimages/1599931PART.jpg	Shimano	new	new			39.99	44	y	1,2	Shimano Ultegra Sale! Free Shipping	0.00
1599952PART	SRAM Red GXP Bottom Bracket	SRAM Red GXP Bottom Bracket is built with Hybrid Ceramic bearings.  10% lighter than standard bearings, they require 78% less energy than other BB sets.  Smooth and resistance free for greater speed.  Isn't that what it's all about?	169.94999999999999	http://www.bicyclebuys.com/item/1599952PART/yh	Bicycles > Bottom Brackets > Bottom Brackets	http://www.bicyclebuys.com/productimages/1599952.jpg	Sram	new	new			169.95	195	y	1,2	Limited Time Free Shipping	0.00
1428875PART	Shimano Ultegra BR6600 10/speed Brake Caliper	Shimano BR6600 brake caliper designed along the lines of the Dura-Ace 10 Dual Pivot Caliper sytem.  The Dual-Pivot brake design is a lightweight, compact and durable braking system. Through advancements in design, tighter tolerances have been created whic	59.990000000000002	http://www.bicyclebuys.com/item/1428875PART/yh	Bicycles > Brakes > Brakes-Standard	http://www.bicyclebuys.com/productimages/1428875PART.jpg	Shimano	new	new			59.99	78	y	1,2		
1428802	Shimano V Brake Shoes	Shimano Threaded brake shoes compatible with LX and XT V-Brakes.	9.9900000000000002	http://www.bicyclebuys.com/item/1428802/yh	Bicycles > Brakes > Brakes-Standard	http://www.bicyclebuys.com/productimages/1428802.jpg	Shimano	new	new			9.99	15	y	1,2		
1428837	Sram Rival Brakes Black	Sram Rival Brakes provide powerful braking and positve progressive response.  Cold Forged arms in a Dual Pivot dsesign.  Long lasting compund on an adjustable cartridge holder.  Includes front and rear calipers and washers.	79.989999999999995	http://www.bicyclebuys.com/item/1428837/yh	Bicycles > Brakes > Brakes-Standard	http://www.bicyclebuys.com/productimages/1428837.jpg	Sram	new	new			79.99	100	y	1,2		
0129948	Allen 532RR Bike Carrier 1-114-2 inch Hitch	Allen 532RR Bike Carrier carries up to 3 bicycles.  Will fir for 1 1/4" as well as 2" hitches.  Folds down for easy access to the rear of the vehicle.	89.989999999999995	http://www.bicyclebuys.com/item/0129948/yh	Bicycles > Car Carriers > Hitch Carriers	http://www.bicyclebuys.com/productimages/0129948.jpg	Allen Sports	new	new			89.99	120	y	1,2		
0123015-4	Hollywood Sport Rider SE 4-Bike Hitch Mounted Rack HR1400	The Sport Rider fast-loading “platform style” hitch rack fits almost any bike using a padded universal top clamp and adjustable wheel holders. Simply drop the bike into the wheel holders, then slide the clamp down onto the frame to secure the bike.  Inclu	356.95999999999998	http://www.bicyclebuys.com/item/0123015-4/yh	Bicycles > Car Carriers > Hitch Carriers	http://www.bicyclebuys.com/productimages/0123015.jpg	Hollywood Engineering	new	new			356.96	420	y	1,2	Free Shipping	0.00
0129978PART	Kuat Alpha 3 Bike Carrier	The Kuat Alpha car carrier is the lightest 3 bicycle carrier on the market!  Made from high grade T6 6061 Aluminum alloy, it weighs in at a mere 15.5 lbs. Packed with ingenius features like anti sway carriages, easy folding design, hand tightening cam, an	334.99000000000001	http://www.bicyclebuys.com/item/0129978PART/yh	Bicycles > Car Carriers > Hitch Carriers	http://www.bicyclebuys.com/productimages/0129978.jpg	Kuat Racks	new	new	2inch Receiver		334.99	350	y	1,2	Free Shipping	0.00
0129980PART	Kuat Beta 2 Bike Carrier	The Kuat Beta rack carries up to two bikes and fits directly into your hitch receiver. Constructed with rigid 6061 heat-treated aluminum tubing, it is one of the lightest bike racks in its class, weighing less than 13 pounds. Innovative anti-sway cradles 	234.99000000000001	http://www.bicyclebuys.com/item/0129980PART/yh	Bicycles > Car Carriers > Hitch Carriers	http://www.bicyclebuys.com/productimages/0129980PART.jpg	Kuat Racks	new	new			234.99	250	y	1,2	Free Shipping	0.00
0130033	Allen 900B Tension Bar Bike Adapter	Allen 900B Tension Bar Bike Adapter.  For the hard to mount frames such as Full Suspension as well as Lady's bikes.  Attaches to the stem and the seat post for easy mounting onto a car carrrier.	19.989999999999998	http://www.bicyclebuys.com/item/0130033/yh	Bicycles > Car Carriers > Trunk Carriers	http://www.bicyclebuys.com/productimages/0130033.jpg	Allen Sports	new	new			19.99	25	y	1,2		
0851028	Saris Bones RS 3 Bike Carrier	The Saris Bones RS carries 3 bikes safely and secure.  The Ratcheting system will lock onto the car as compared to most Trunk racks that don't.  Walk away from your car without the fear of missing it later.  Rubber coated clips will not mar the bike's fin	251.99000000000001	http://www.bicyclebuys.com/item/0851028/yh	Bicycles > Car Carriers > Trunk Carriers	http://www.bicyclebuys.com/productimages/0851028.jpg	Saris	new	new			251.99	280	y	1,2	Free Shipping	0.00
0852038	Thule Spare Me Spare Tire Bike Carrier (963)	Thule Spare Me Spare Tire Bike Carrier (963). This popular spare tire bike carrier is getting a facelift. Look for all new styling and bulletproof assembly.	139.99000000000001	http://www.bicyclebuys.com/item/0852038/yh	Bicycles > Car Carriers > Trunk Carriers	http://www.bicyclebuys.com/productimages/0852038.jpg	Thule	new	new			139.99	170	y	1,2		
1010158PART	Campagnolo Record 10sp Steel/Ti Cassette	Campagnolo Record 10-Speed Ultra-Drive Steel/Titanium Cassette is priced super low. Re-designed with improved ramps and shifting performance. Weight 188g	239.94999999999999	http://www.bicyclebuys.com/item/1010158PART/yh	Bicycles > Cassettes > Cassettes	http://www.bicyclebuys.com/productimages/1010158PART.jpg	Campagnolo	new	new			239.95	400	y	1,2	Free Shipping	0.00
1010039	Shimano 14-28 6/speed Freewheel	Shimano 6 speed screw on Freewheel for a standard freewheel type system.  14-28 gear ratio designed for index shifting and friction.	19.989999999999998	http://www.bicyclebuys.com/item/1010039/yh	Bicycles > Cassettes > Cassettes	http://www.bicyclebuys.com/productimages/1010039.jpg	Shimano	new	new			19.99	30	y	1,2		
1010057PART	Shimano CS-M970 XTR Cassette	Shimano CS-M970 XTR Cassette.  A three piece aluminum carrier and 4 titanium cogs make the new CS-M970 Shimano's lightest 9-speed mountain bike cassette ever at 224g.	199.99000000000001	http://www.bicyclebuys.com/item/1010057PART/yh	Bicycles > Cassettes > Cassettes	http://www.bicyclebuys.com/productimages/1010057PART.jpg	Shimano	new	new			199.99	280	y	1,2	Free Shipping	0.00
1010141PART	Shimano Dura-Ace 7800 10-Speed Cassette	10-Speed Cassette.  Titanium Gears With 30% Better Surface. Treatment For Better Wear Resistance.  Compatible With FH-7700 9-Speed Freehub.  Weight 173 grams (11-23 / 10-speed sprockets)	164.99000000000001	http://www.bicyclebuys.com/item/1010141PART/yh	Bicycles > Cassettes > Cassettes	http://www.bicyclebuys.com/productimages/1010141PART.jpg	Shimano	new	new	12-25		164.99	300	y	1,2	Shimano 10 day deal 	
1010046PART	Shimano M960 XTR Cassette Titanium	Designed with Shimano HyperGlide computer-designed shift ramps and tooth profiles for fast, accurate shifting.  9/speed	139.99000000000001	http://www.bicyclebuys.com/item/1010046PART/yh	Bicycles > Cassettes > Cassettes	http://www.bicyclebuys.com/productimages/1010046.jpg	Shimano	new	new			139.99	200	y	1,2	Free Shipping	0.00
