MPID	Title	Brand	UPC	MPN	MerchantCategory	ProductURL	imageURL	Availability	Price	Description
0790464PART	Pearl Izumi Women's Elite Gel Vent Glove '12	Pearl Izumi		14241101	Gloves	http://www.bicyclebuys.com/item/0790464PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0790464PART.jpg	In Stock	34.99	Pearl Izumi Women's Elite Gel Vent Glove '12
0790465PART	Pearl Izumi Women's Select Gel Glove	Pearl Izumi		14241102	Gloves	http://www.bicyclebuys.com/item/0790465PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0790465PART.jpg	In Stock	24.99	Pearl Izumi Women's Select Gel Glove
0790466PART	Pearl Izumi Women's P.R.O. Sock	Pearl Izumi		14251103	Socks	http://www.bicyclebuys.com/item/0790466PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0790466PART.jpg	In Stock	12.99	Pearl Izumi Women's P.R.O. Sock
0790467PART	Pearl Izumi Women's Silk Lite Sock	Pearl Izumi		14251106	Socks	http://www.bicyclebuys.com/item/0790467PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0790467PART.jpg	In Stock	11.99	Pearl Izumi Women's Silk Lite Sock
PIARPART	Pearl Izumi All-Road MTB/Spin Shoe	Pearl Izumi		15111001	Shoes	http://www.bicyclebuys.com/item/PIARPART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/PIARPART.jpg	In Stock	74.99	Pearl Izumi All-Road MTB/Spin Shoe
PIWARPART	Pearl Izumi Women's All-Road MTB/Spin Shoe	Pearl Izumi		15211001	Shoes	http://www.bicyclebuys.com/item/PIWARPART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/PIWARPART.jpg	In Stock	74.99	Pearl Izumi Women's All-Road MTB/Spin Shoe
PIWXAS4PART	Pearl Izumi Women's X-Alp Seek IV MTB/Spin/Touring Shoe	Pearl Izumi		15211002	Shoes	http://www.bicyclebuys.com/item/PIWXAS4PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/PIWXAS4PART.jpg	In Stock	84.99	Pearl Izumi Women's X-Alp Seek IV MTB/Spin/Touring Shoe
0790468PART	Pearl Izumi F.I.T. 1:1 Insole System	Pearl Izumi		15310008	Shoes	http://www.bicyclebuys.com/item/0790468PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0790468PART.jpg	In Stock	34.99	Pearl Izumi F.I.T. 1:1 Insole System
PIXAE2PART	Pearl Izumi X-Alp Enduro II MTB/Spin Cycling Shoe	Pearl Izumi		5785	Shoes	http://www.bicyclebuys.com/item/PIXAE2PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/PIXAE2PART.jpg	In Stock	74.99	Pearl Izumi X-Alp Enduro II MTB/Spin Cycling Shoe
PIWXAE2PART	Pearl Izumi Women's X-Alp Enduro II MTB/Spin Cycling Shoe	Pearl Izumi		5786	Shoes	http://www.bicyclebuys.com/item/PIWXAE2PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/PIWXAE2PART.jpg	In Stock	74.99	Pearl Izumi Women's X-Alp Enduro II MTB/Spin Cycling Shoe
0790469PART	Pearl Izumi Sun Sleeve	Pearl Izumi		14371203	Jerseys	http://www.bicyclebuys.com/item/0790469PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0790469PART.jpg	In Stock	24.99	Pearl Izumi Sun Sleeve
0790470PART	Pearl Izumi Attack Sock (3-Pack)	Pearl Izumi		9343	Socks	http://www.bicyclebuys.com/item/0790470PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0790470PART.jpg	In Stock	19.99	Pearl Izumi Attack Sock (3-Pack)
0790473PART	Pearl Izumi Women's Attack Low Sock (3-Pack)	Pearl Izumi		9289	Socks	http://www.bicyclebuys.com/item/0790473PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0790472PART.jpg	In Stock	19.99	Pearl Izumi Women's Attack Low Sock (3-Pack)
0402074	Crank Brothers Candy 11 Mountain Pedals	Crank Brothers	641300114907	11490	Clipless Pedals	http://www.bicyclebuys.com/item/0402074/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0402074.jpg	In Stock	314.99	Crank Brothers Candy 11 Mountain Pedals
0402075	Crank Brothers Egg Beater 11 Clipless Pedals	Crank Brothers	641300114952	11495	Clipless Pedals	http://www.bicyclebuys.com/item/0402075/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0402075.jpg	In Stock	389.99	Crank Brothers Egg Beater 11 Clipless Pedals
0790474PART	Louis Garneau Elite Lazer Tek Sleeveless Tri Jersey	Louis Garneau		1820549	Jerseys	http://www.bicyclebuys.com/item/0790474PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0790474PART.jpg	In Stock	89.99	Louis Garneau Elite Lazer Tek Sleeveless Tri Jersey
0790475PART	Louis Garneau Elite Lazer Tek Tri Short	Louis Garneau		1850387	Shorts	http://www.bicyclebuys.com/item/0790475PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0790475PART.jpg	In Stock	89.99	Louis Garneau Elite Lazer Tek Tri Short
0900147	WTB Vigo Saddle	WTB Cycles			Seats	http://www.bicyclebuys.com/item/0900147/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0900147.jpg	In Stock	49.99	WTB Vigo Saddle
1630636PART	Avenir 200 Series Stem	Avenir		200SERIES	Stems	http://www.bicyclebuys.com/item/1630636PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1630636PART.jpg	In Stock	24.99	Avenir 200 Series Stem
0151039PART	Avenir Bigmouth Seat Bag	Avenir			Bags	http://www.bicyclebuys.com/item/0151039PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0151039PART.jpg	In Stock	12.99	Avenir Bigmouth Seat Bag
0951526PART	Avenir City 300 Saddle	Avenir	791964346562	68-27-110	Seats	http://www.bicyclebuys.com/item/0951526PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0951526PART.jpg	In Stock	34.99	Avenir City 300 Saddle
0951527PART	Avenir City 200 Saddle	Avenir	791964346548		Seats	http://www.bicyclebuys.com/item/0951527PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0951527PART.jpg	In Stock	29.99	Avenir City 200 Saddle
0951528PART	Avenir City 100 Saddle	Avenir	791964346555	68-27-120	Seats	http://www.bicyclebuys.com/item/0951528PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0951528PART.jpg	In Stock	25.99	Avenir City 100 Saddle
0150160	Sidi Rubber Heel Pad Replacement with Cutout	SIDI	2000000036441	10909000000	Shoes	http://www.bicyclebuys.com/item/0150160/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0150160.jpg	In Stock	16.99	Sidi Rubber Heel Pad Replacement with Cutout
0114184	Avenir Flex 2-LED Tailight	Avenir	791964358237	77-27-700	LightSets	http://www.bicyclebuys.com/item/0114184/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0114184.jpg	In Stock	9.99	Avenir Flex 2-LED Tailight
0114189	Avenir Spot 1/2 Watt Combo Lightset	Avenir	791964357988	77-27-915	LightSets	http://www.bicyclebuys.com/item/0114189/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0114189.jpg	In Stock	13.99	Avenir Spot 1/2 Watt Combo Lightset
0114191	Avenir City Combo Lightset	Avenir	791964358053	77-27-977	LightSets	http://www.bicyclebuys.com/item/0114191/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0114191.jpg	In Stock	24.99	Avenir City Combo Lightset
0114192	Avenir Urban Combo Lightset	Avenir	791964298397	77-27-954	LightSets	http://www.bicyclebuys.com/item/0114192/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0114192.jpg	In Stock	14.99	Avenir Urban Combo Lightset
0790477PART	Sidi Dino Jersey	SIDI		10340	Jerseys	http://www.bicyclebuys.com/item/0790477PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0790477PART.jpg	In Stock	99.99	Sidi Dino Jersey
0790478PART	Sidi Dino Bib Short	SIDI		10342	Bibs-Short	http://www.bicyclebuys.com/item/0790478PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0790478PART.jpg	In Stock	229.99	Sidi Dino Bib Short
0705289PART	Avenir Classic Cool Glove	Avenir	791964298663	90-27-203	Gloves	http://www.bicyclebuys.com/item/0705289PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0705289PART.jpg	In Stock	14.99	Avenir Classic Cool Glove
0705290PART	Avenir Comfy Gel Short Finger Gloves	Avenir	791964330837	90-27-308	Gloves	http://www.bicyclebuys.com/item/0705290PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0705290PART.jpg	In Stock	16.99	Avenir Comfy Gel Short Finger Gloves
0705291PART	Avenir Urban Gel Full Finger Gloves	Avenir	791964331100	90-27-573	Gloves	http://www.bicyclebuys.com/item/0705291PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0705291PART.jpg	In Stock	19.99	Avenir Urban Gel Full Finger Gloves
0119771	CycleAware Urbie Mirror	CycleAware	894900000112	01-9500 blk	Mirrors	http://www.bicyclebuys.com/item/0119771/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0119771.jpg	In Stock	23.99	CycleAware Urbie Mirror
1010102PART	Avid Matchmaker X Brake/Shifter Lever Adapter	Avid Brake		00.5315.018	Brakes-Disc	http://www.bicyclebuys.com/item/1010102PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1010102PART.jpg	In Stock	39.99	Avid Matchmaker X Brake/Shifter Lever Adapter
0119802	Zipp Speed Twist CO2 Inflator Kit	Zipp	710845640438	00.1915.054.010	Pumps	http://www.bicyclebuys.com/item/0119802/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0119802.jpg	In Stock	19.99	Zipp Speed Twist CO2 Inflator Kit
0119803	Zipp 16g Threaded CO2 Refills (2 Pack)	Zipp	710845641480	00.1915.0055.020	Pumps	http://www.bicyclebuys.com/item/0119803/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0119803.jpg	In Stock	7.99	Zipp 16g Threaded CO2 Refills (2 Pack)
1010173	Avid Matchmaker Brake/Shifter Lever Adapter	Avid Brake	765250001497	00.5315.006.000	Brakes-Disc	http://www.bicyclebuys.com/item/1010173/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1010173.jpg	In Stock	24.99	Avid Matchmaker Brake/Shifter Lever Adapter
0104666	CatEye Digital Heart Rate Chest Strap (Strap Only)	CatEye	725012017647	1602395	Heart Rate Monitors	http://www.bicyclebuys.com/item/0104666/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0104666.jpg	In Stock	9.99	CatEye Digital Heart Rate Chest Strap (Strap Only)
0151040	Sunlite iSpeaker Handlebar Bag	Sunlite	072774969487	96948	Bags	http://www.bicyclebuys.com/item/0151040/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0151040.jpg	In Stock	24.99	Sunlite iSpeaker Handlebar Bag
1700004	Ritchey Torque Key	Ritchey Design	796941050289	05-252-105	Tools	http://www.bicyclebuys.com/item/1700004/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1700004.jpg	In Stock	19.99	Ritchey Torque Key
1736392	Park CT-6.2 Folding Chain Tool	Park	763477002310	CT-6.2	Tools	http://www.bicyclebuys.com/item/1736392/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1736392.jpg	In Stock	20.95	Park CT-6.2 Folding Chain Tool
TIULRS1PART	Time ULTeam RS Carbon Road Shoe	Time			Shoes	http://www.bicyclebuys.com/item/TIULRS1PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/TIULRS1PART.jpg	In Stock	179.99	Time ULTeam RS Carbon Road Shoe
11Y1736441	Finish Line Pro Care Bucket Kit 6.0	Finish Line	036121400009	PC0060101	Lubrication	http://www.bicyclebuys.com/item/11Y1736441/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1736441.jpg	In Stock	39.99	Finish Line Pro Care Bucket Kit 6.0
1736507	Finish Line Ceramic Wax Lube 4oz	Finish Line	036121006058	CW0040101	Lubrication	http://www.bicyclebuys.com/item/1736507/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1736507.jpg	In Stock	7.49	Finish Line Ceramic Wax Lube 4oz
0100046	Wheels Manufacturing Emergency Derailleur Hanger	Wheels Manufacturing	836572006474	DROPOUT-G	Rear Derailleur	http://www.bicyclebuys.com/item/0100046/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0100046.jpg	In Stock	19.99	Wheels Manufacturing Emergency Derailleur Hanger
0151041PART	Louis Garneau Profile R-16 Rack Top Bag	Louis Garneau		1493815	Bags	http://www.bicyclebuys.com/item/0151041PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0151041PART.jpg	In Stock	39.99	Louis Garneau Profile R-16 Rack Top Bag
0790479PART	Louis Garneau Carbon Ion Sleeveless Jersey	Louis Garneau		1020535	Jerseys	http://www.bicyclebuys.com/item/0790479PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0790479PART.jpg	In Stock	74.99	Louis Garneau Carbon Ion Sleeveless Jersey
0790481PART	Louis Garneau Diamond Speed Glove	Louis Garneau		1481087	Gloves	http://www.bicyclebuys.com/item/0790481PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0790481PART.jpg	In Stock	29.99	Louis Garneau Diamond Speed Glove
0601501PART	Continental Grand Prix 4000S Folding Tire	Continental		GP4000S	Road Tires	http://www.bicyclebuys.com/item/0601501PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0601501PART.jpg	In Stock	49.95	Continental Grand Prix 4000S Folding Tire
0509236PART	Zipp 182 9/10 Speed Free Hub Body	Zipp		922100008000	Hubs	http://www.bicyclebuys.com/item/0509236PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0509236PART.jpg	In Stock	99.99	Zipp 182 9/10 Speed Free Hub Body
0509231PART	Zipp 182 9/10 Speed Ceramic Free Hub Body	Zipp		922100010000	Hubs	http://www.bicyclebuys.com/item/0509231PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0509231PART.jpg	In Stock	389.99	Zipp 182 9/10 Speed Ceramic Free Hub Body
0509230PART	Zipp 282E 9/10 Speed Free Hub Body	Zipp		922100015000	Hubs	http://www.bicyclebuys.com/item/0509230PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0509230PART.jpg	In Stock	149.99	Zipp 282E 9/10 Speed Free Hub Body
0790484PART	Cannondale Women's Intensity Shorts	Cannondale			Shorts	http://www.bicyclebuys.com/item/0790484PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0790484PART.jpg	In Stock	59.99	Cannondale Women's Intensity Shorts
0509239PART	Zipp 188 9/10 Speed Free Hub Body Conversion Kit	Zipp		112100094000	Hubs	http://www.bicyclebuys.com/item/0509239PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0509239PART.jpg	In Stock	175.99	Zipp 188 9/10 Speed Free Hub Body Conversion Kit
0509240PART	Zipp 188 9/10 Speed Ceramic Free Hub Body Conversion Kit	Zipp		112100094020	Hubs	http://www.bicyclebuys.com/item/0509240PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0509240PART.jpg	In Stock	469.99	Zipp 188 9/10 Speed Ceramic Free Hub Body Conversion Kit
1407017	Jagwire Brake Cable Housing Per Foot	Jagwire			Cables	http://www.bicyclebuys.com/item/1407017/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1407017.jpg	In Stock	1.99	Jagwire Brake Cable Housing Per Foot
1407018	Jagwire Gear Cable Housing Per Foot	Jagwire			Cables	http://www.bicyclebuys.com/item/1407018/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1407018.jpg	In Stock	1.99	Jagwire Gear Cable Housing Per Foot
0738507PART	Nike Dri-Fit Long Sleeve Jersey	Nike			Jerseys	http://www.bicyclebuys.com/item/0738507PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0738507PART.gif	In Stock	69.99	Nike Dri-Fit Long Sleeve Jersey
0790485PART	Pearl Izumi P.R.O. Leader Bib Short '13	Pearl Izumi		0268	Bibs-Short	http://www.bicyclebuys.com/item/0790485PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0790485PART.jpg	In Stock	189.99	Pearl Izumi P.R.O. Leader Bib Short '13
0790486PART	Pearl Izumi Select Tri Sleeveless Jersey	Pearl Izumi		13121103	Jerseys	http://www.bicyclebuys.com/item/0790486PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0790486PART.jpg	In Stock	54.99	Pearl Izumi Select Tri Sleeveless Jersey
0790487PART	Pearl Izumi Women's Select Tri Sleeveless Jersey	Pearl Izumi		13221104	Jerseys	http://www.bicyclebuys.com/item/0790487PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0790487PART.jpg	In Stock	44.99	Pearl Izumi Women's Select Tri Sleeveless Jersey
0790488PART	Pearl Izumi P.R.O. Tri Singlet	Pearl Izumi		1847	Jerseys	http://www.bicyclebuys.com/item/0790488PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0790488PART.jpg	In Stock	69.99	Pearl Izumi P.R.O. Tri Singlet
PIWFPART	Pearl Izumi Women's X-Road Fuel MTB/Spin Shoe	Pearl Izumi		15211006	Shoes	http://www.bicyclebuys.com/item/PIWFPART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/PIWFPART.jpg	In Stock	84.99	Pearl Izumi Women's X-Road Fuel MTB/Spin Shoe
0900124	WTB Rocket V SLT Saddle	WTB Cycles	714401651647	W065-0164	Seats	http://www.bicyclebuys.com/item/0900124/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0900124.jpg	In Stock	129.99	WTB Rocket V SLT Saddle
0790489PART	Pearl Izumi P.R.O. Tri Short	Pearl Izumi		0266	Shorts	http://www.bicyclebuys.com/item/0790489PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0790489PART.jpg	In Stock	69.99	Pearl Izumi P.R.O. Tri Short
0790490PART	Pearl Izumi Women's Canyon Baggy Short	Pearl Izumi		11211107	Shorts	http://www.bicyclebuys.com/item/0790490PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0790490PART.jpg	In Stock	59.99	Pearl Izumi Women's Canyon Baggy Short
0402035	Crank Brothers Shoe Shields	Crank Brothers	641300670007	K1800151	Clipless Pedals	http://www.bicyclebuys.com/item/0402035/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0402035.jpg	In Stock	8.99	Crank Brothers Shoe Shields
1630723PART	Origin8 Ergo Torq Locking Grips	Origin8			Handlebar Tape/Grips	http://www.bicyclebuys.com/item/1630723PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/1630723PART.jpg	In Stock	29.99	Origin8 Ergo Torq Locking Grips
0509672	Fulcrum Racing 7 Road Wheelset	Fulcrum Racing			Road Wheels	http://www.bicyclebuys.com/item/0509672/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0509672.jpg	In Stock	249.99	Fulcrum Racing 7 Road Wheelset
GIPLSLXPART	Giro Prolight SLX Road Shoe	Giro		ProlightSLX	Shoes	http://www.bicyclebuys.com/item/GIPLSLXPART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/GIPLSLXPART.jpg	In Stock	249.99	Giro Prolight SLX Road Shoe
GIFAPART	Giro Factor Road Shoe	Giro		GIFAC	Shoes	http://www.bicyclebuys.com/item/GIFAPART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/GIFAPART.jpg	In Stock	209.95	Giro Factor Road Shoe
0790002	Pearl Izumi Transfer Balaclava	Pearl Izumi	703051493240	14361102021ONE	Winter Clothing Accessories	http://www.bicyclebuys.com/item/0790002/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0790002.jpg	In Stock	26.99	Pearl Izumi Transfer Balaclava
0509523PART	Crank Brothers Split QR Seatpost Collar	Crank Brothers			Seatposts	http://www.bicyclebuys.com/item/0509523PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0509523PART.jpg	In Stock	39.99	Crank Brothers Split QR Seatpost Collar
GIGAPART	Giro Gauge MTB Shoe	Giro			Shoes	http://www.bicyclebuys.com/item/GIGAPART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/GIGAPART.jpg	In Stock	199.99	Giro Gauge MTB Shoe
0900974PART	Crank Brothers Cobalt 11 Seatpost Zero Offset	Crank Brothers			Seatposts	http://www.bicyclebuys.com/item/0900974PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0900974PART.jpg	In Stock	199.99	Crank Brothers Cobalt 11 Seatpost Zero Offset
GICOPART	Giro Code MTB Shoe	Giro		CODE	Shoes	http://www.bicyclebuys.com/item/GICOPART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/GICOPART.jpg	In Stock	199.99	Giro Code MTB Shoe
0785029PART	Giro Supernatural Footbed Insole	Giro		20256	Shoes	http://www.bicyclebuys.com/item/0785029PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0785029PART.jpg	In Stock	39.99	Giro Supernatural Footbed Insole
0151042PART	Louis Garneau Stream R-12 Rack Top Bag	Louis Garneau		1493798	Bags	http://www.bicyclebuys.com/item/0151042PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0151042PART.jpg	In Stock	41.99	Louis Garneau Stream R-12 Rack Top Bag
0151043	Louis Garneau AWD Bike Transpo Bag	Louis Garneau	775504225432	1493830	Bags	http://www.bicyclebuys.com/item/0151043/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0151043.jpg	In Stock	349.99	Louis Garneau AWD Bike Transpo Bag
0151045PART	Louis Garneau Stream F-34 Pannier	Louis Garneau		1493809	Bags	http://www.bicyclebuys.com/item/0151045PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0151045PART.jpg	In Stock	84.99	Louis Garneau Stream F-34 Pannier
0151046PART	Louis Garneau Box H-7.5 Handlebar Bag	Louis Garneau		1493799	Bags	http://www.bicyclebuys.com/item/0151046PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0151046PART.jpg	In Stock	41.99	Louis Garneau Box H-7.5 Handlebar Bag
0151047PART	Louis Garneau Box HB 8.5 Handlebar Bag	Louis Garneau		1493801	Bags	http://www.bicyclebuys.com/item/0151047PART/?utm_source=bing-shopping&utm_medium=comparison-shopping&utm_campaign=Bing-Shopping	http://www.bicyclebuys.com/productimages/0151047PART.jpg	In Stock	54.99	Louis Garneau Box HB 8.5 Handlebar Bag
