categoryID	manufacturer	Title	Description	Product URL	Image URL	SKU	availability	Condition	Ship Weight	Ship Cost	Bid	Promotional Code	UPC	Price
100001449	CatEye	Cat-Eye TL-LD1100 Rear Taillight	The Cat-Eye TL-LD1100 is the latest and brightest tail light from CatEye. It is highly water resistant, has 4 different modes, and offers side visibility. With 10 super bright LEDs and CatEye Opticube lens technology, the TL-LD1100 is the only tail light 	http://www.bicyclebuys.com/item/0114176/SZLA	http://www.bicyclebuys.com/productimages/0114176.jpg	0114176	In Stock	NEW				  		29.99
100001449	CatEye	Cateye Strada RD400 Double Wireless Cycle Computer	The Cateye Strada Double Wireless with digital technology.  Over 30 separate ID codes will eliminate the possibilty of cross-talk with other computers.  Multi function with a small profile sensor that mounts on the rear stay, shows Cateye's technology is 	http://www.bicyclebuys.com/item/0104640/SZLA	http://www.bicyclebuys.com/productimages/0104640.jpg	0104640	In Stock	NEW				  		79.99
100001449	Kryptonite	Kryptonite R4 Retractable Combo Cable Lock	Kryptonite R4 Retractable Combo Cable Lock.  Stainless steel cable recommended for accessory and quick release component lock-up. Features haevy-duty recoli function for reliable maximum performance.  Advanced ergonomic design for easy use.  Set your own 	http://www.bicyclebuys.com/item/1729849/SZLA	http://www.bicyclebuys.com/productimages/1729849.jpg	1729849	In Stock	NEW				  		16.99
100001449	Kryptonite	Kryptonite Evolution (EV2000) Mini U-Lock	Kryptonite Evolution (EV2000) Mini U-Lock is the ultimate choice for bike messengers world wide with security rating of 9 out of 12.	http://www.bicyclebuys.com/item/1715375/SZLA	http://www.bicyclebuys.com/productimages/1715375.jpg	1715375	In Stock	NEW				  		49.99
8618	Kurt Kinetic	Kurt Kinetic Fluid Trainer (Road Machine) w/Cat Eye Strada Cadence Com	Kurt Kinetic Fluid Trainer (Road Machine) A bicycle trainer with CatEye Strada Cadence Cycle Computer for only $325.00.  It’s the perfect workout partner for sprints to intervals to all-day cruising. Quiet. Smooth. And like every Kinetic Trainer, 100% lea	http://www.bicyclebuys.com/item/0123024-AST/SZLA	http://www.bicyclebuys.com/productimages/0123024-AST.jpg	0123024-AST	In Stock	NEW				  		324.99
8618	Blackburn	Blackburn Tech Fluid Trainer	Blackburn Tech Fluid Trainer Hard workouts require a hard working trainer, with resistance and frame quality to match. The Tech Fluid provides this and more for hundreds less than the competition.	http://www.bicyclebuys.com/item/0100181/SZLA	http://www.bicyclebuys.com/productimages/0100181.jpg	0100181	In Stock	NEW				  		269.99
100001449	Continental	Continental Ultra Gatorskin 700c Tire	Continental's Heavy duty road tire for extra protection. Puncture resistant Kevlar belt to reduce chance of flats. Duraskin fabric & Kevlar to boot!	http://www.bicyclebuys.com/item/0601524PART/SZLA	http://www.bicyclebuys.com/productimages/0601523.gif	0601524PART	In Stock	NEW				  		39.99
8618	Cycleops	Cycleops Fluid 2 Indoor Trainer - Cycleops Trainer	Cycleops Fluid 2 Indoor Trainer.  Fluid 2 trainer  has a large flywheel that provides a  road like feel. The progressive resistance curve  increases wattage as speed increases. With the Power Band technology you get the widest resistance range.  Anywhere 	http://www.bicyclebuys.com/item/0129967/SZLA	http://www.bicyclebuys.com/productimages/0129967.jpg	0129967	In Stock	NEW				  		296.99
100001449	Shimano	Shimano SH-M086L Mountain Shoe	Take to the trails, the streets, the bike path or wherever else you want to ride with Shimano's SH-M086L Shoes cradling your feet. They feature fiberglass-reinforced nylon soles that improve stability and pedaling efficiency. And, their micro-adjustable b	http://www.bicyclebuys.com/item/SHM086LPART/SZLA	http://www.bicyclebuys.com/productimages/SHM086LPART.jpg	SHM086LPART	In Stock	NEW				  		99.99
100001449	Michelin	Michelin Pro 3 Race Road Tire	Michelin Pro 3 Race Road Racing tire has improved rolling resistance and cornering grip.  Only 200 grams light. Manufactured with a Vectran Puncture Layer. Estimated life of the tire under normal use and conditions is 3500 km. Already proven in real world	http://www.bicyclebuys.com/item/0603124PART/SZLA	http://www.bicyclebuys.com/productimages/0603124PART.jpg	0603124PART	In Stock	NEW				  		44.99
100001450	BikeHard	BikeHard Genuine Gel Cycling Glove	The BikeHard cycling glove uses Genuine Gel palm padding.  Unlike other gloves that use modified gel with air injection, their padding is fully composed of gel.  This quarantees not to flatten out over time.  The Amara Synthetic Leather provides the resil	http://www.bicyclebuys.com/item/0708815PART/SZLA	http://www.bicyclebuys.com/productimages/0708815PART.jpg	0708815PART	In Stock	NEW				  		17.99
100001449	Kryptonite	Kryptonite New York Chain w/EV Disc Lock	Kryptonite New York Chain with <b/>NEW</b> Evolution Series 4 Disc Lock. The NY Chain is a high security lock with innovative oval crossbar disc lock, designed to defeat thieves' maximum attacks.	http://www.bicyclebuys.com/item/1729855PART/SZLA	http://www.bicyclebuys.com/productimages/1729855PART.jpg	1729855PART	In Stock	NEW				  		69.99
100001449	Kryptonite	Kryptonite Kryptoflex Cable 4ft. Length (410)	Kryptonite Kryptoflex (1004 Looped) 4ft Cable. Perfect for quick-release components and accessory security when combined with an additional Kryptonite lock	http://www.bicyclebuys.com/item/1729872/SZLA	http://www.bicyclebuys.com/productimages/1729872.jpg	1729872	In Stock	NEW				  		8.99
100001449	CatEye	CatEye HL-EL530 Opticube Headlight Black Black	This light sets a new standard in brightness for an alkaline battery lamp, producing over 1500 candlepower from a single white LED. The latest in LED design and Opticube lens technology.	http://www.bicyclebuys.com/item/0114161/SZLA	http://www.bicyclebuys.com/productimages/0114161.jpg	0114161	In Stock	NEW				  		52.99
100001449	CatEye	CatEye V2 Double Wireless Cycle Computer	CatEye V2 Double Wireless Cycle Computer has 2.4GHz digital data transmission.   This technology eliminates interference and cross-talk, while the large screen simultaneously displays speed, cadence and time information. New integrated buttons keep a low 	http://www.bicyclebuys.com/item/0104635/SZLA	http://www.bicyclebuys.com/productimages/0104635.jpg	0104635	In Stock	NEW				  		119.99
100001450	Pearl Izumi	Pearl Izumi Elite Gel Vent Glove	Pearl Izumi Elite Gel Vent Gloves provide extra padding for a more comfortable ride.  The U-Bridge design alleviates numbness and pressure on the ulnar nerve.  Great design and beautiful looks!	http://www.bicyclebuys.com/item/0740466PART/SZLA	http://www.bicyclebuys.com/productimages/0740466PART.jpg	0740466PART	In Stock	NEW				  		34.99
100001449	Louis Garneau	Louis Garneau Multi Cycling Shoe	Louis Garneau Multi Cycling Shoe.  Great for the road and trail as well as the Spin class.  Features:  Upper in nylon mesh and leather for ventilation, comfort and support.Non-slip rigid rubber outsole, SPD cleat compatible.Two velcro straps for comfort a	http://www.bicyclebuys.com/item/LGMU8PART/SZLA	http://www.bicyclebuys.com/productimages/LGMU8PART.jpg	LGMU8PART	In Stock	NEW				  		69.99
100001449	CatEye	Cat-Eye Enduro 8 Cycle Computer	Cate-Eye's new generation technology.  8 Functions & 8 Features with this heay duty wired computer.  Trip distance 1 & 2, Current Speed, Average Speed, Elapsed Time, Maximum Speed, Odometer, Clock (12/24hr).	http://www.bicyclebuys.com/item/0104630/SZLA	http://www.bicyclebuys.com/productimages/0104630.jpg	0104630	In Stock	NEW				  		29.99
100001449	Kryptonite	Kryptonite New York FAHGETTABOUDIT Chain w/ New York Disc Lock	Kryptonite New York Fahgettaboudit Chain with New York Disc Lock. Combining the toughest chain with toughest lock, resulting in the most extreme protection in high crime areas.	http://www.bicyclebuys.com/item/17299030PART/SZLA	http://www.bicyclebuys.com/productimages/17299030PART.jpg	17299030PART	In Stock	NEW				  		109.99
100001449	CatEye	Cat-Eye Strada CC-RD200 Cadence Cycle Computer	The Strada Cadence boasts the largest screen and numbers in its class. With the new ClickTec™ interface, you can switch among eight modes by simply pressing the bottom of the computer face. Your selected mode (cadence, average speed, etc.) displays at the	http://www.bicyclebuys.com/item/0104625/SZLA	http://www.bicyclebuys.com/productimages/0104625.jpg	0104625	In Stock	NEW				  		39.99
100001449	Giro	Giro Ionos Road Helmet Matte Black/White '09	Giro Ionos Road Helmet '09. Simply put, Ionos is the most technologically advanced road cycling helmet Giro has ever created. And the most beautiful. And the most ventilated. 21 enormous Wind Tunnel vents and optimally placed internal exhaust channels max	http://www.bicyclebuys.com/item/GIIO9N-WPART/SZLA	http://www.bicyclebuys.com/productimages/GIIO9N-WPART.jpg	GIIO9N-WPART	Limited Qty	NEW				  		159.99
100001449	Kryptonite	Kryptonite New York Legend Chain	Kryptonite New York Legend Chain is the beefiest and strongest lock that Kryptonite makes.  From 3T tempered steel chain links to a 16MM hardened Shackle on the lock.  This is extreme protection.  3 foot chain lock weighs 10 pounds and the 5 foot 16 pound	http://www.bicyclebuys.com/item/1729911PART/SZLA	http://www.bicyclebuys.com/productimages/1729911PART.jpg	1729911PART	In Stock	NEW				  		119.99
8618	Kurt Kinetic	Kurt Kinetic Fluid Trainer (Road Machine) 2010	It’s the perfect workout partner for sprints to intervals to all-day cruising. Quiet. Smooth. And like every Kinetic Trainer, 100% leak-proof. The power calibration gives you true outdoor simulation. The automatic resistance adjusts as you change speeds. 	http://www.bicyclebuys.com/item/0123024/SZLA	http://www.bicyclebuys.com/productimages/0123024.jpg	0123024	Limited Qty	NEW				  		319.99
100001449	BikeHard	BikeHard Aero Road Seat Bag	BikeHard Aero Road Seat Bag designed with hidden zipper for a more water tight closure.  Aero design to just fit under a racing seat.  Long enough for most essentials.  Extra tough 600x600D Polyester material with PVC coating keep your contents dry and sa	http://www.bicyclebuys.com/item/0114568PART/SZLA	http://www.bicyclebuys.com/productimages/0114568PART.jpg	0114568PART	In Stock	NEW				  		14.99
100001449	CatEye	Cat Eye V3 Triple Wireless Computer (Speed-Cadence-Heart Rate) TR300TW	Cat Eye V3 Triple Wireless Computer (Speed/Cadence/Heart Rate) TR300TW.  Redefining elegance and power. The latest 2.4GHz digital data transmission virtually eliminates interference and cross-talk, while the large screen simultaneously displays speed, cad	http://www.bicyclebuys.com/item/0104613/SZLA	http://www.bicyclebuys.com/productimages/0104613.jpg	0104613	Limited Qty	NEW				  		169.99
8618	Blackburn	Blackburn Trackstand Mag 3 Trainer	Blackburn Trackstand Mag 3 Trainer  is a high quality magnetic resistance trainer at an affordable price.  Blackburn is the pioneer in indoor trainers and the Mag 3 is a new generation with a long history of great workouts!	http://www.bicyclebuys.com/item/0100180/SZLA	http://www.bicyclebuys.com/productimages/0100180.jpg	0100180	In Stock	NEW				  		129.99
100001449	Sigma Sport	Sigma BC-1606L DTS Wireless Computer w/Cadence	The wireless BC 1606L DTS was able to persuade the testers at Mountain Bike even before its official launch. In the 06/06 edition 8 current wireless bike computers from leading manufacturers were tested. The SIGMA bike computer proved to be a first-class 	http://www.bicyclebuys.com/item/0129658/SZLA	http://www.bicyclebuys.com/productimages/0129658.jpg	0129658	In Stock	NEW				  		49.99
100001449	Kryptonite	Kryptonite EZ Mount Lock BracKIT	This handy quick realease bracket attaches to most bikes for carrying Kryptonite locks. Easy to install, and it beats lugging a bulky U-lock around in your backpack!	http://www.bicyclebuys.com/item/1715370/SZLA	http://www.bicyclebuys.com/productimages/1715370.jpg	1715370	In Stock	NEW				  		12.99
100001449	Louis Garneau	Louis Garneau Diva Woman's Spin/Cycle Shoe	Louis Garneau Diva is a super compfortable shoe ideal for Spin classes.  Can be used with regular pedals or cleated one's.  Uses standard SPD compatible cleat.	http://www.bicyclebuys.com/item/LGDIW8PART/SZLA	http://www.bicyclebuys.com/productimages/LGDIW8PART.jpg	LGDIW8PART	In Stock	NEW				  		64.99
100001449	Polar Bottle	Polar Bottle Insulated 24oz Bottle in Colors	The Polar Bottle's double-wall construction incorporates a thermal barrier of air to keep heat out and keep cold in. In addition, a foil layer reflects solar rays for additional protection.	http://www.bicyclebuys.com/item/0100134PART/SZLA	http://www.bicyclebuys.com/productimages/0100134PART.jpg	0100134PART	In Stock	NEW				  		8.99
100001449	Kryptonite	Kryptonite Kryptoflex 1018 Combo Cable Lock 6'(180cm) x 10mm	Kryptonite Kryptoflex 1018 Resettable Combination Cable Lock is 6 feet long self coiling cable.  3/8 (10 mm) diameter combination cable for security in low crime areas and well-lit lock-up situations.  Integrated 4-digit resettable combination lock.  Inde	http://www.bicyclebuys.com/item/1729887-C/SZLA	http://www.bicyclebuys.com/productimages/1729887-C.jpg	1729887-C	In Stock	NEW				  		16.99
100001449	Giro	Giro Ionos Road Cycling Helmet '10	The Giro Ionos Road Cycling Helmet is the most ventilated and technologically advanced road cycling helmet Giro has ever created. Their proprietary in-mold composite sub-frame (I.C.S.™) provides the strength to support 21 of the largest vents ever carved 	http://www.bicyclebuys.com/item/GIIO0PART/SZLA	http://www.bicyclebuys.com/productimages/GIIO0PART.jpg	GIIO0PART	In Stock	NEW				  		229.99
100001449	Kryptonite	Kryptonite Kryptolok Series 2 Mini U-Lock	Kryptonite Kryptolok Series 2 Mini U-Lock. The mini verision of Kryptoloks has security rating of 8 out of 12. Dimensions are 3.25 x 7 (8.2cm x 17.8cm).	http://www.bicyclebuys.com/item/1729856/SZLA	http://www.bicyclebuys.com/productimages/1729856.jpg	1729856	In Stock	NEW				  		29.99
100001449	CatEye	Cat Eye Bicycle Reflector Set	Cat Eye Bicycle Reflector Set.  Makes you easy to see, and hard to run over.  Buy it if you want to live.	http://www.bicyclebuys.com/item/0114172/SZLA	http://www.bicyclebuys.com/productimages/0114172.jpg	0114172	In Stock	NEW				  		9.99
100001449	Kryptonite	Kryptonite Kryptolok Series 2 Combination U-Lock	 Kryptonite's tough bicycle combination U-lock for low to moderate crime areas. 1/2 inch, (13 mm) hardened high-grade carbon alloy steel shackle resists hand tools. Convenient, easy to reset 4-digit combination- no keys to lose!	http://www.bicyclebuys.com/item/1729852/SZLA	http://www.bicyclebuys.com/productimages/1729852.jpg	1729852	In Stock	NEW				  		32.99
100001449	WTB Cycles	WTB Rocket V Team Titanium (Black) Saddle	WTB Rocket V Team Titanium (Black) Saddle.  The Rocket V, with Love Channel Technology and Comfort Zone feature.  A lighweight racing saddle that can work for Mountain or Road.  Weight 240gms.	http://www.bicyclebuys.com/item/0900122/SZLA	http://www.bicyclebuys.com/productimages/0900122.jpg	0900122	In Stock	NEW				  		79.99
100001449	Blackburn	BlackBurn Delphi 4.0 Wireless Computer	BlackBurn Delphi 4.0 Wireless Computer has a large display, tons of features and a smart, user-friendly interface, which puts all your vital ride info at your fingertips. Backed by Blackburn's Limited Lifetime Warranty.	http://www.bicyclebuys.com/item/0100093/SZLA	http://www.bicyclebuys.com/productimages/0100093.jpg	0100093	In Stock	NEW				  		39.99
8618	Kurt Kinetic	Kurt Kinetic Turntable Riser Ring	The Kurt Kinetic Turntable Riser Ring is an absolute nessesity for the Rock and Roll Trainer. It is designed to meet the needs of riders who want a level bike when they train. The Riser Ring is adjustable to four heights to simulate flat roads on almost a	http://www.bicyclebuys.com/item/0123001/SZLA	http://www.bicyclebuys.com/productimages/0123001.jpg	0123001	In Stock	NEW				  		34.99
100001449	Shimano	Shimano SH-R086L Road Shoe	Shimano SH-R086 Road Shoe is the latest version of the ever-popular SH-R085 shoe. 2 front velcros and top buckle closure provides excellent fit. Dual layer mesh top ensures breathability. The perfect shoe for everyday and club rides.	http://www.bicyclebuys.com/item/SHR086LPART/SZLA	http://www.bicyclebuys.com/productimages/SHR086PART.jpg	SHR086LPART	In Stock	NEW				  		99.99
100001449	Kryptonite	Kryptonite New York Noose Chain W/EV Disc Lock	Kryptonite NY Chain with NEW EV Disk lock with European style keys.  Four-sided trapezoidal chain links made of triple heat-treated boron manganese steel for maximum strength. Cinch-loop design enables effective lock up with less length of chain.  $3000 A	http://www.bicyclebuys.com/item/1729857PART/SZLA	http://www.bicyclebuys.com/productimages/1729857PART.gif	1729857PART	In Stock	NEW				  		69.99
100001449	Sigma Sport	Sigma BC 1706 HR DTS Heart Rate Cycle Computer	The BC 1706 HR with DTS is the perfect solution for all fitness-oriented cyclists. In addition to the trusted BC 1606L DTS bike and time functions the BC 1706 HR also measures heart rate. The current, maximum and average heart rate are measured as precise	http://www.bicyclebuys.com/item/0129659/SZLA	http://www.bicyclebuys.com/productimages/0129659.jpg	0129659	In Stock	NEW				  		69.99
100001449	Pyramid	Thorn Resistant 29 x2.-2.35 Presta Tube	High Quality Thorn Resistant tube for Presta Valve rims.  Can be used in regular and large Downhill type tires up to 29 x2.-2.35.	http://www.bicyclebuys.com/item/BO29X150TRPRTU/SZLA	http://www.bicyclebuys.com/productimages/BO29X150TRPRTU.jpg	BO29X150TRPRTU	In Stock	NEW				  		7.99
100001449	Blackburn	Blackburn Flea Front & Rear Lightset	Blackburn Flea Front & Rear Lightset.  This new micro lightset uses Blackburn's patented new charging system that sucks the power from any standard 1.5v alkaline battery.  It's the vampire of lights!  Great for charging on the go.	http://www.bicyclebuys.com/item/0114300/SZLA	http://www.bicyclebuys.com/productimages/0114300.jpg	0114300	In Stock	NEW				  		54.99
100001449	SIDI	Sidi Rubber Heel Pad Replacement	Sidi Rubber Heel Pad Replacement.  Restore grip and traction to your Sidi Road Shoes.	http://www.bicyclebuys.com/item/0150132/SZLA	http://www.bicyclebuys.com/productimages/0150132.jpg	0150132	In Stock	NEW				  		16.99
8618	Kurt Kinetic	Kurt Kinetic Riser Ring	When training indoors, leveling out the bike is a great idea. Use the Kinetics King Ring. Adjustable to four heights to simulate flat roads on almost any bike. Sits easily under most front tires for a stable ride, no matter how hard or long the workout.	http://www.bicyclebuys.com/item/0123008/SZLA	http://www.bicyclebuys.com/productimages/0123008.jpg	0123008	In Stock	NEW				  		19.99
100001449	Louis Garneau	Louis Garneau Women's Lite Trainer Fitness/Spin Cycling Shoe	Louis Garneau Women's Lite Trainer Fitness/Spin Cycling Shoe. Don't let the looks fool you. This great looking shoe is SPD cleat compatible. Features sneaker like fit and the looks. Also has walkable outsole that is stiffer than regular shoes for a nice s	http://www.bicyclebuys.com/item/LGWLIT0PART/SZLA	http://www.bicyclebuys.com/productimages/LGWLIT0PART.jpg	LGWLIT0PART	In Stock	NEW				  		74.99
100001449	Giro	Giro Indicator Helmet '09	The Giro Indicator's smooth, confidant style and amazing ventilation are combined in a modern design that compliments every type of rider. It's the perfect mix for riding roads, trails and everything in between.	http://www.bicyclebuys.com/item/GIIN9PART/SZLA	http://www.bicyclebuys.com/productimages/GIIN9PART.jpg	GIIN9PART	In Stock	NEW				  		39.99
100001449	Spinergy	Spinergy Stealth Gloss Carbon PBO Wheelset	Spinergy Stealth Gloss Carbon PBO Wheelset.  Advanced PBO fiber spokes (black or yellow) - 16 front/20 rear,  All black unidirectional thermoset composite carbon construction Compact Force 10 hub, utilizes 10 driving spokes for greater torsional stiffness	http://www.bicyclebuys.com/item/0509334PART/SZLA	http://www.bicyclebuys.com/productimages/0509334PART.jpg	0509334PART	Limited Qty	NEW				  		799.95
100001449	Hutchinson	Hutchinson Fusion 2 700x23C Folding Tire	The Hutchinson Fusion 2. The updated version of the famous Fusion. The TRIPLE COMPOUND technology enables 3 rubbers with different properties to be used together, to help you get the best from your tire. The hard rubber in the center increases longevity &	http://www.bicyclebuys.com/item/0603204PART/SZLA	http://www.bicyclebuys.com/productimages/0603204PART.jpg	0603204PART	In Stock	NEW				  		24.99
100001449	Hutchinson	Hutchinson Python New Gen Tubeless Ready 26x2.0 Tire	Hutchinson Python New Gen Tubeless Ready Tire. The TUBELESS READY technology also benefits advantages from the TUBELESS, but further in the way of light weight, with an average of 160 grams less than a Tubeless. However, it is compulsory to inflate the ty	http://www.bicyclebuys.com/item/0603206/SZLA	http://www.bicyclebuys.com/productimages/0603206.jpg	0603206	In Stock	NEW				  		24.99
100001450	Louis Garneau	Louis Garneau Neo Power Bib Short	Louis Garneau Neo Power Bib Short is part of Louis Garneau's Road Performance apparel group. With Ergonomic fit incorporating 12 panels, this bib provides a rider the maximum body contour for pedaling motion.	http://www.bicyclebuys.com/item/0790128PART/SZLA	http://www.bicyclebuys.com/productimages/0790128PART.jpg	0790128PART	In Stock	NEW				  		119.99
8618	Blackburn	Blackburn Track Block 2	Three-way design Fits 650/700c, 24- & 26-inch,  Levels bike on trainer. Stabilizes front wheel for hands free cycle training.	http://www.bicyclebuys.com/item/0100194/SZLA	http://www.bicyclebuys.com/productimages/0100194.jpg	0100194	In Stock	NEW				  		14.99
100001450	SIDI	Sidi Socks By Defeet	The Aireator sports a mesh top that promotes quick drying and ventilation. The interior of the sock is made of Coolmax to wick the moisture away from your skin. The toe and heel are made of Cordura Nylon for extreme durability and abrasion resistance.	http://www.bicyclebuys.com/item/SIDISOX/SZLA	http://www.bicyclebuys.com/productimages/SIDISOX.jpg	SIDISOX	In Stock	NEW				  		12.99
100001449	Avenir	Avenir Wicker Basket w/Velcro	Avenir Wicker Basket attaches easily with two velcro straps. Carrying handle to take on walks.	http://www.bicyclebuys.com/item/0151018/SZLA	http://www.bicyclebuys.com/productimages/0151018.jpg	0151018	In Stock	NEW				  		12.99
100001449	Look	Look Keo Cleats	Look Keo Cleats.  Replacement cycling shoe cleats for Look KeO clip-in pedal system. Teflon material on contact points makes for quiet and easy clip-in and clip-out Patented cleat position memory allows cleat to be replaced to take on exactly the same pos	http://www.bicyclebuys.com/item/0486676PART/SZLA	http://www.bicyclebuys.com/productimages/LOOKKEO.jpg	0486676PART	In Stock	NEW				  		16.99
100001449	Sigma Sport	Sigma PC 15 Heart Rate Monitor	Sigma PC 15 Heart Rate Monitor is a great training tool for anyone with a passion for sport and fitness. It is an individual trainer that allows you to control, plan, and evaluate your exercise sessions with total precision – complete with Training Manage	http://www.bicyclebuys.com/item/0129664/SZLA	http://www.bicyclebuys.com/productimages/0129664.jpg	0129664	In Stock	NEW				  		59.99
100001450	Paceline	Qoleum Medium (2) Embrocation 200 ml	Qoleum Embrocation. Made from 100% natural vegan base for pre sports levels of warming applications. Contains capsicum, menthol, eucalyptus and vitamin E. Low for mild, Medium for cold and wet, Hot for very cold and wet conditions.	http://www.bicyclebuys.com/item/0799019/SZLA	http://www.bicyclebuys.com/productimages/0799019.jpg	0799019	In Stock	NEW				  		14.99
100001450	BikeHard	BikeHard Team Cycling Socks	Bike Hard Team Cycling socks.  By DeFeet.  These are the same socks worn by the BikeHard cycling team.  Made from CoolMax+FreshFX , a lightweight material that wicks away moisture and keeps your feet dry.  These super-tough, yet soft socks will keep your 	http://www.bicyclebuys.com/item/0708817PART/SZLA	http://www.bicyclebuys.com/productimages/0708817PART.jpg	0708817PART	In Stock	NEW				  		7.99
100001449	Easton	Easton Attack TT Aero Bar	Easton Attack TT Aero is the ultimate pursuit bar! Light, strong, and very comfortable. Adjustable elbow pads on shock-absorbing carbon cantilevers smooth out the road and alleviate fatigue.	http://www.bicyclebuys.com/item/1630588PART/SZLA	http://www.bicyclebuys.com/productimages/1630588PART.jpg	1630588PART	Limited Qty	NEW				  		399.95
100001449	CamelBak	CamelBak Podium Water Bottle 24oz	Step up to the Podium. The New CamelBak Podium Bottle incorporates a revolutionary self-sealing valve into a taste-free bottle with a high flow rate. It's ideal for road cycling, your next century ride, spin class, running, and cross-training.	http://www.bicyclebuys.com/item/0101200PART/SZLA	http://www.bicyclebuys.com/productimages/0101200PART.jpg	0101200PART	In Stock	NEW				  		7.99
100001449	Xpedo	Xpedo Mag Ti Mountain Force Clipless Pedals	Xpedo Mag Ti Mountain Force pedals are a blend of strength and weight savings.  Magnesium body and a Titanium spindle.  Cartridge bearing, adjustable release  Weight 220gms.	http://www.bicyclebuys.com/item/0486692/SZLA	http://www.bicyclebuys.com/productimages/0486692.jpg	0486692	In Stock	NEW				  		99.99
100001449	Kryptonite	Kryptonite New York Liberty (3000) U-lock	Kryptonite New York Liberty (3000) U-lock is made of 5/8 (15mm) case-hardened Kryptonium. Steel shackle resists bolt cutters and flexes with leverage attacks.  7-pin pick and drill resistant tubular locking mechanism.$2000 Anti-Theft Guarantee Offer in th	http://www.bicyclebuys.com/item/1729853/SZLA	http://www.bicyclebuys.com/productimages/1729853.jpg	1729853	In Stock	NEW				  		69.99
100001449	Shimano	Shimano PD-M324 Clipless Pedal	Shimano PD-M324 Clipless Pedal.  This pedal is double sided. Standard cage on one side and SPD binder on the oposite means. Ideal for riding with regular shoes or Cleats. Sealed Bearing Cartridge. Adjustable cleat binding tension. 530g per pair	http://www.bicyclebuys.com/item/0414441/SZLA	http://www.bicyclebuys.com/productimages/0414441.jpg	0414441	Limited Qty	NEW				  		59.99
